n.id,n.name,synonym,synonym w/o disease,status
MESH:D002371,Cat Diseases,Feline Disease,Feline,remove
MESH:D005831,"Genital Diseases, Female",Female Genital Disease,Female Genital,remove
MESH:D052776,Female Urogenital Diseases,Female Genitourinary Disease,Female Genitourinary,remove
MESH:D052776,Female Urogenital Diseases,Female Urogenital Disease,Female Urogenital,remove
MESH:D020428,Femoral Neuropathy,Femoral Nerve Disease,Femoral Nerve,remove
MESH:D005315,Fetal Diseases,Fetal Disease,Fetal,remove
MESH:D005348,Fibrocystic Breast Disease,Fibrocystic Breast Disease,Fibrocystic Breast,remove
MESH:D020427,Peroneal Neuropathies,Fibular Nerve Disease,Fibular Nerve,remove
MESH:D016731,Erythema Infectiosum,Fifth Disease,Fifth,
MESH:D005393,Fish Diseases,Fish Disease,Fish,remove
MESH:D007863,Lecithin Cholesterol Acyltransferase Deficiency,Fish Eye Disease,Fish Eye,remove
MESH:D007863,Lecithin Cholesterol Acyltransferase Deficiency,Fish-Eye Disease,Fish-Eye,remove
MESH:C538377,Hyperkeratosis lenticularis perstans,Flegel disease,Flegel,
MESH:C538377,Hyperkeratosis lenticularis perstans,Flegel's disease,Flegel's,
MESH:D000544,Alzheimer Disease,Focal Onset Alzheimer's Disease,Focal Onset Alzheimer's,
MESH:D010661,Phenylketonurias,Folling Disease,Folling,
MESH:D010661,Phenylketonurias,Folling's Disease,Folling's,
MESH:D009261,Nail-Patella Syndrome,Fong Disease,Fong,
MESH:D005517,Foodborne Diseases,Food borne Disease,Food borne,remove
MESH:D005517,Foodborne Diseases,Foodborne Disease,Foodborne,remove
MESH:D005517,Foodborne Diseases,Food-borne Disease,Food-borne,remove
MESH:D005534,Foot Diseases,Foot Disease,Foot,remove
MESH:D005536,Foot-and-Mouth Disease,Foot and Mouth Disease,Foot and Mouth,remove
MESH:D005536,Foot-and-Mouth Disease,Foot-and-Mouth Disease,Foot-and-Mouth,remove
MESH:D006010,Glycogen Storage Disease Type III,Forbes Disease,Forbes,
MESH:D004057,"Hyperostosis, Diffuse Idiopathic Skeletal",Forestier Disease,Forestier,
MESH:D004057,"Hyperostosis, Diffuse Idiopathic Skeletal",Forestier Rotes Disease,Forestier Rotes,
MESH:D004057,"Hyperostosis, Diffuse Idiopathic Skeletal",Forestier-Rotes Disease,Forestier-Rotes,
MESH:D004057,"Hyperostosis, Diffuse Idiopathic Skeletal",Forestiers Disease,Forestiers,
MESH:D004057,"Hyperostosis, Diffuse Idiopathic Skeletal",Forestier's Disease,Forestier's,
MESH:D014277,Trigeminal Neuralgia,Fothergill Disease,Fothergill,
MESH:D018934,Fournier Gangrene,Fournier Disease,Fournier,
MESH:D018934,Fournier Gangrene,Fourniers Disease,Fourniers,
MESH:D018934,Fournier Gangrene,Fournier's Disease,Fournier's,
MESH:D005588,Fox-Fordyce Disease,Fox Fordyce Disease,Fox Fordyce,
MESH:D005588,Fox-Fordyce Disease,Fox-Fordyce Disease,Fox-Fordyce,
MESH:D006362,Heavy Chain Disease,Franklin Disease,Franklin,
MESH:D006362,Heavy Chain Disease,Franklins Disease,Franklins,
MESH:D006362,Heavy Chain Disease,Franklin's Disease,Franklin's,
MESH:C538523,Free sialic acid storage disease,Free sialic acid storage disease,Free sialic acid storage,remove
MESH:C535636,Freiberg's disease,Freiberg's disease,Freiberg's,
MESH:D005621,Friedreich Ataxia,Friedreich Disease,Friedreich,
MESH:D005621,Friedreich Ataxia,Friedreich's Disease,Friedreich's,
MESH:D002640,Chiari-Frommel Syndrome,Frommel Disease,Frommel,
MESH:D002640,Chiari-Frommel Syndrome,Frommel's Disease,Frommel's,
MESH:C566288,Frontotemporal Dementia With Motor Neuron Disease,Frontotemporal Dementia With Motor Neuron Disease,Frontotemporal Dementia With Motor Neuron,
MESH:D005645,Fucosidosis,Fucosidase Deficiency Disease,Fucosidase Deficiency,
MESH:D017243,MERRF Syndrome,Fukuhara Disease,Fukuhara,
MESH:D020176,Tyrosinemias,Fumarylacetoacetase Deficiency Disease,Fumarylacetoacetase Deficiency,
MESH:D003109,"Colonic Diseases, Functional",Functional Colonic Disease,Functional Colonic,remove
MESH:D009181,Mycoses,Fungal Disease,Fungal,remove
MESH:D008172,"Lung Diseases, Fungal",Fungal Lung Disease,Fungal Lung,remove
MESH:D009181,Mycoses,Fungus Disease,Fungus,remove
MESH:D005693,Galactosemias,Galactokinase Deficiency Disease,Galactokinase Deficiency,
MESH:D005693,Galactosemias,Galactose 1 Phosphate Uridyl Transferase Deficiency Disease,Galactose 1 Phosphate Uridyl Transferase Deficiency,
MESH:D005693,Galactosemias,Galactose-1-Phosphate Uridyl-Transferase Deficiency Disease,Galactose-1-Phosphate Uridyl-Transferase Deficiency,
MESH:D007965,"Leukodystrophy, Globoid Cell",Galactosylceramidase Deficiency Disease,Galactosylceramidase Deficiency,
MESH:D007965,"Leukodystrophy, Globoid Cell",Galactosylceramide beta Galactosidase Deficiency Disease,Galactosylceramide beta Galactosidase Deficiency,
MESH:D007965,"Leukodystrophy, Globoid Cell",Galactosylceramide-beta-Galactosidase Deficiency Disease,Galactosylceramide-beta-Galactosidase Deficiency,
MESH:D005705,Gallbladder Diseases,Gall Bladder Disease,Gall Bladder,remove
MESH:D005705,Gallbladder Diseases,Gallbladder Disease,Gallbladder,remove
MESH:D002769,Cholelithiasis,Gallstone Disease,Gallstone,remove
MESH:D006362,Heavy Chain Disease,gamma Chain Disease,gamma Chain,remove
MESH:D006362,Heavy Chain Disease,gamma-Chain Disease,gamma-Chain,remove
MESH:D020513,"Paralysis, Hyperkalemic Periodic",Gamstorp Disease,Gamstorp,
MESH:D009081,Mucolipidoses,Ganglioside Sialidase Deficiency Disease,Ganglioside Sialidase Deficiency,
MESH:D005733,Gangliosidoses,Ganglioside Storage Disease,Ganglioside Storage,remove
MESH:D013272,Stomach Diseases,Gastric Disease,Gastric,remove
MESH:D005764,Gastroesophageal Reflux,Gastric Acid Reflux Disease,Gastric Acid Reflux,
MESH:D005764,Gastroesophageal Reflux,Gastro Esophageal Reflux Disease,Gastro Esophageal Reflux,
MESH:D005764,Gastroesophageal Reflux,Gastroesophageal Reflux Disease,Gastroesophageal Reflux,
MESH:D005764,Gastroesophageal Reflux,Gastro-Esophageal Reflux Disease,Gastro-Esophageal Reflux,
MESH:D005767,Gastrointestinal Diseases,Gastrointestinal Disease,Gastrointestinal,remove
MESH:D005776,Gaucher Disease,Gaucher Disease,Gaucher,
MESH:C537675,Gaucher-like disease,Gaucher-like disease,Gaucher-like,
MESH:D005776,Gaucher Disease,Gauchers Disease,Gauchers,
MESH:D005776,Gaucher Disease,Gaucher's Disease,Gaucher's,
MESH:D000690,Amyotrophic Lateral Sclerosis,Gehrig Disease,Gehrig,
MESH:D000690,Amyotrophic Lateral Sclerosis,Gehrigs Disease,Gehrigs,
MESH:D000690,Amyotrophic Lateral Sclerosis,Gehrig's Disease,Gehrig's,
MESH:D030342,"Genetic Diseases, Inborn",Genetic Disease,Genetic,remove
MESH:D020022,Genetic Predisposition to Disease,Genetic Predisposition to Disease,Genetic Predisposition to,remove
MESH:D012873,"Skin Diseases, Genetic",Genetic Skin Disease,Genetic Skin,remove
MESH:D016098,Gerstmann-Straussler-Scheinker Disease,Gerstmann Straussler Disease,Gerstmann Straussler,
MESH:D016098,Gerstmann-Straussler-Scheinker Disease,Gerstmann Straussler Scheinker Disease,Gerstmann Straussler Scheinker,
MESH:D016098,Gerstmann-Straussler-Scheinker Disease,Gerstmann-Straussler Disease,Gerstmann-Straussler,
MESH:D016098,Gerstmann-Straussler-Scheinker Disease,Gerstmann-Straussler-Scheinker Disease,Gerstmann-Straussler-Scheinker,
MESH:D031901,Gestational Trophoblastic Disease,Gestational Trophoblastic Disease,Gestational Trophoblastic,
MESH:D005953,Glycogen Storage Disease Type I,Gierke Disease,Gierke,
MESH:D005953,Glycogen Storage Disease Type I,Gierkes Disease,Gierkes,
MESH:D005953,Glycogen Storage Disease Type I,Gierke's Disease,Gierke's,
MESH:D005878,Gilbert Disease,Gilbert Disease,Gilbert,
MESH:D005878,Gilbert Disease,Gilberts Disease,Gilberts,
MESH:D005878,Gilbert Disease,Gilbert's Disease,Gilbert's,
MESH:D001759,Blastomycosis,Gilchrist Disease,Gilchrist,
MESH:D001759,Blastomycosis,Gilchrists Disease,Gilchrists,
MESH:D001759,Blastomycosis,Gilchrist's Disease,Gilchrist's,
MESH:D005879,Tourette Syndrome,Gilles de la Tourette's Disease,Gilles de la Tourette's,
MESH:D005882,Gingival Diseases,Gingival Disease,Gingival,remove
MESH:D020435,Glossopharyngeal Nerve Diseases,Glossopharyngeal Nerve Disease,Glossopharyngeal Nerve,remove
MESH:D005776,Gaucher Disease,Glucocerebrosidase Deficiency Disease,Glucocerebrosidase Deficiency,
MESH:D005776,Gaucher Disease,Glucosylceramide Beta-Glucosidase Deficiency Disease,Glucosylceramide Beta-Glucosidase Deficiency,
MESH:C564422,Glutamyl Ribose-5-Phosphate Storage Disease,Glutamyl Ribose-5-Phosphate Storage Disease,Glutamyl Ribose-5-Phosphate Storage,remove
MESH:D006008,Glycogen Storage Disease,Glycogen Storage Disease,Glycogen Storage,remove
MESH:C565538,Glycoprotein Storage Disease,Glycoprotein Storage Disease,Glycoprotein Storage,remove
MESH:D049290,"Tay-Sachs Disease, AB Variant",GM2 Activator Deficiency Disease,GM2 Activator Deficiency,
MESH:D049290,"Tay-Sachs Disease, AB Variant",GM2 Protein Activator Deficiency Disease,GM2 Protein Activator Deficiency,
MESH:D015511,Goat Diseases,Goat Disease,Goat,remove
MESH:D006053,Goldenhar Syndrome,Goldenhar Disease,Goldenhar,
MESH:D016463,Sweet Syndrome,Gomm Button Disease,Gomm Button,
MESH:D016463,Sweet Syndrome,Gomm-Button Disease,Gomm-Button,
MESH:D010015,"Osteolysis, Essential",Gorham Disease,Gorham,
MESH:D010015,"Osteolysis, Essential",Gorham Stout Disease,Gorham Stout,
MESH:D010015,"Osteolysis, Essential",Gorhams Disease,Gorhams,
MESH:D010015,"Osteolysis, Essential",Gorham's Disease,Gorham's,
MESH:D010015,"Osteolysis, Essential",Gorham-Stout Disease,Gorham-Stout,
MESH:D017246,"Ophthalmoplegia, Chronic Progressive External",Graefe Disease,Graefe,
MESH:D017246,"Ophthalmoplegia, Chronic Progressive External",Graefe's Disease,Graefe's,
MESH:D006086,Graft vs Host Disease,Graft Versus Host Disease,Graft Versus Host,remove
MESH:D006086,Graft vs Host Disease,Graft vs Host Disease,Graft vs Host,remove
MESH:D006086,Graft vs Host Disease,Graft-Versus-Host Disease,Graft-Versus-Host,remove
MESH:D006086,Graft vs Host Disease,Graft-vs-Host Disease,Graft-vs-Host,remove
MESH:D006111,Graves Disease,Graves Disease,Graves,
MESH:D006111,Graves Disease,Graves' Disease,Graves',
MESH:D004818,"Epidermitis, Exudative, of Swine",Greasy Pig Disease,Greasy Pig,remove
MESH:D007966,"Leukodystrophy, Metachromatic",Greenfield Disease,Greenfield,
MESH:D007966,"Leukodystrophy, Metachromatic",Greenfield's Disease,Greenfield's,
MESH:D056266,Erythrokeratodermia Variabilis,Greither Disease,Greither,
MESH:C537306,Grover's disease,Grover disease,Grover,
MESH:C537306,Grover's disease,Grover's disease,Grover's,
MESH:D000690,Amyotrophic Lateral Sclerosis,Guam Disease,Guam,remove
MESH:D004320,Dracunculiasis,Guinea Worm Disease,Guinea Worm,remove
MESH:D017092,"Porphyria, Erythropoietic",Gunther Disease,Gunther,
MESH:D017092,"Porphyria, Erythropoietic",Gunthers Disease,Gunthers,
MESH:D017092,"Porphyria, Erythropoietic",Gunther's Disease,Gunther's,
MESH:D005831,"Genital Diseases, Female",Gynecologic Disease,Gynecologic,remove
MESH:D017514,Pityriasis Lichenoides,Habermann Disease,Habermann,
MESH:D017514,Pityriasis Lichenoides,Habermanns Disease,Habermanns,
MESH:D017514,Pityriasis Lichenoides,Habermann's Disease,Habermann's,
MESH:D016506,"Pemphigus, Benign Familial",Hailey Hailey Disease,Hailey Hailey,
MESH:D016506,"Pemphigus, Benign Familial",Hailey-Hailey Disease,Hailey-Hailey,
MESH:D006201,Hair Diseases,Hair Disease,Hair,remove
MESH:D006211,Pantothenate Kinase-Associated Neurodegeneration,Hallervorden Spatz Disease,Hallervorden Spatz,
MESH:D006211,Pantothenate Kinase-Associated Neurodegeneration,Hallervorden-Spatz Disease,Hallervorden-Spatz,
MESH:D016108,Epidermolysis Bullosa Dystrophica,Hallopeau Siemens Disease,Hallopeau Siemens,
MESH:D016108,Epidermolysis Bullosa Dystrophica,Hallopeau-Siemens Disease,Hallopeau-Siemens,
MESH:D000080203,Hamman-Rich Syndrome,Hamman Rich Disease,Hamman Rich,
MESH:D000080203,Hamman-Rich Syndrome,Hamman-Rich Disease,Hamman-Rich,
MESH:D001264,Athetosis,Hammond Disease,Hammond,
MESH:D001264,Athetosis,Hammonds Disease,Hammonds,
MESH:D001264,Athetosis,Hammond's Disease,Hammond's,
MESH:D006232,"Hand, Foot and Mouth Disease",Hand Foot and Mouth Disease,Hand Foot and Mouth,
MESH:D006646,"Histiocytosis, Langerhans-Cell",Hand Schueller Christian Disease,Hand Schueller Christian,
MESH:D006646,"Histiocytosis, Langerhans-Cell",Hand Schüller Christian Disease,Hand Schüller Christian,
MESH:D006646,"Histiocytosis, Langerhans-Cell",Hand-Schueller-Christian Disease,Hand-Schueller-Christian,
MESH:D006646,"Histiocytosis, Langerhans-Cell",Hand-Schüller-Christian Disease,Hand-Schüller-Christian,
MESH:D007918,Leprosy,Hansen Disease,Hansen,
MESH:D007918,Leprosy,Hansen's Disease,Hansen's,
MESH:D006250,Hartnup Disease,Hartnup Disease,Hartnup,
MESH:D050031,Hashimoto Disease,Hashimoto Disease,Hashimoto,
MESH:D006646,"Histiocytosis, Langerhans-Cell",Hashimoto-Pritzger Disease,Hashimoto-Pritzger,
MESH:C535843,Hashimoto-Pritzker syndrome,Hashimoto-Pritzker disease,Hashimoto-Pritzker,
MESH:D050031,Hashimoto Disease,Hashimotos Disease,Hashimotos,
MESH:D050031,Hashimoto Disease,Hashimoto's Disease,Hashimoto's,
MESH:C531699,Hb C disease,Hb C disease,Hb C,
MESH:D000755,"Anemia, Sickle Cell",HbS Disease,HbS,
MESH:D052456,Hypoalphalipoproteinemias,HDL Lipoprotein Deficiency Disease,HDL Lipoprotein Deficiency,
MESH:D006331,Heart Diseases,Heart Disease,Heart,remove
MESH:D010494,"Pericarditis, Constrictive",Heart Pick's Disease,Heart Pick's,
MESH:D006349,Heart Valve Diseases,Heart Valve Disease,Heart Valve,remove
MESH:D006349,Heart Valve Diseases,Heart Valvular Disease,Heart Valvular,remove
MESH:D006357,Heartwater Disease,Heartwater Disease,Heartwater,
MESH:D004184,Dirofilariasis,Heartworm Disease,Heartworm,
MESH:D006362,Heavy Chain Disease,Heavy Chain Disease,Heavy Chain,remove
MESH:D017573,Focal Epithelial Hyperplasia,Heck Disease,Heck,
MESH:D017573,Focal Epithelial Hyperplasia,Hecks Disease,Hecks,
MESH:D017573,Focal Epithelial Hyperplasia,Heck's Disease,Heck's,
MESH:D006402,Hematologic Diseases,Hematologic Disease,Hematologic,remove
MESH:D006402,Hematologic Diseases,Hematological Disease,Hematological,remove
MESH:D006445,Hemoglobin C Disease,Hemoglobin C Disease,Hemoglobin C,remove
MESH:D017086,beta-Thalassemia,Hemoglobin F Disease,Hemoglobin F,remove
MESH:D017085,alpha-Thalassemia,Hemoglobin H Disease,Hemoglobin H,remove
MESH:C581942,Hemoglobin M Disease,Hemoglobin M Disease,Hemoglobin M,remove
MESH:D000755,"Anemia, Sickle Cell",Hemoglobin S Disease,Hemoglobin S,remove
MESH:D006450,Hemoglobin SC Disease,Hemoglobin SC Disease,Hemoglobin SC,remove
MESH:D006445,Hemoglobin C Disease,Hemoglobin-C Disease,Hemoglobin-C,remove
MESH:D006527,Hepatolenticular Degeneration,Hepatic Form of Wilson Disease,Hepatic Form of Wilson,
MESH:D006504,Hepatic Veno-Occlusive Disease,Hepatic Veno Occlusive Disease,Hepatic Veno Occlusive,
MESH:D006504,Hepatic Veno-Occlusive Disease,Hepatic Veno-Occlusive Disease,Hepatic Veno-Occlusive,
MESH:D006527,Hepatolenticular Degeneration,Hepato Neurologic Wilson Disease,Hepato Neurologic Wilson,
MESH:D004066,Digestive System Diseases,Hepatobiliary Disease,Hepatobiliary,
MESH:D006527,Hepatolenticular Degeneration,Hepato-Neurologic Wilson Disease,Hepato-Neurologic Wilson,
MESH:C538655,Hepatorenal form of glycogen storage disease,Hepatorenal form of glycogen storage disease,Hepatorenal form of glycogen storage,
MESH:D005953,Glycogen Storage Disease Type I,Hepatorenal Glycogen Storage Disease,Hepatorenal Glycogen Storage,remove
MESH:D006013,Glycogen Storage Disease Type VI,Her Disease,Her,remove
MESH:D030342,"Genetic Diseases, Inborn",Hereditary Disease,Hereditary,remove
MESH:D056660,Hereditary Autoinflammatory Diseases,Hereditary Autoinflammation Disease,Hereditary Autoinflammation,
MESH:D056660,Hereditary Autoinflammatory Diseases,Hereditary Autoinflammatory Disease,Hereditary Autoinflammatory,
MESH:D015785,"Eye Diseases, Hereditary",Hereditary Eye Disease,Hereditary Eye,
MESH:D020271,"Heredodegenerative Disorders, Nervous System",Hereditary Neurodegenerative Disease,Hereditary Neurodegenerative,
MESH:D016109,"Epidermolysis Bullosa, Junctional",Herlitz Disease,Herlitz,
MESH:D016109,"Epidermolysis Bullosa, Junctional",Herlitzs Disease,Herlitzs,
MESH:D016109,"Epidermolysis Bullosa, Junctional",Herlitz's Disease,Herlitz's,
MESH:D006013,Glycogen Storage Disease Type VI,Hers Disease,Hers,remove
MESH:D006013,Glycogen Storage Disease Type VI,Hers' Disease,Hers',
MESH:D012497,Sandhoff Disease,Hexosaminidase A and B Deficiency Disease,Hexosaminidase A and B Deficiency,
MESH:D013661,Tay-Sachs Disease,Hexosaminidase A Deficiency Disease,Hexosaminidase A Deficiency,
MESH:D049290,"Tay-Sachs Disease, AB Variant",Hexosaminidase Activator Protein Deficiency Disease,Hexosaminidase Activator Protein Deficiency,
MESH:C537372,Multi-centric Castleman's Disease,HHV8 Multicentric Castleman Disease,HHV8 Multicentric Castleman,
MESH:C537372,Multi-centric Castleman's Disease,HHV-8-Associated Multicentric Castleman Disease,HHV-8-Associated Multicentric Castleman,
MESH:C537372,Multi-centric Castleman's Disease,HHV-8-negative idiopathic multicentric Castleman disease,HHV-8-negative idiopathic multicentric Castleman,
MESH:D006623,von Hippel-Lindau Disease,Hippel Lindau Disease,Hippel Lindau,
MESH:D006623,von Hippel-Lindau Disease,Hippel-Lindau Disease,Hippel-Lindau,
MESH:C538253,"Amyotrophy, monomelic",Hirayama disease,Hirayama,
MESH:D006627,Hirschsprung Disease,Hirschsprung Disease,Hirschsprung,
MESH:C538120,Hirschsprung disease polydactyly heart disease,Hirschsprung disease polydactyly heart disease,Hirschsprung polydactyly heart,
MESH:D006627,Hirschsprung Disease,Hirschsprungs Disease,Hirschsprungs,
MESH:D006627,Hirschsprung Disease,Hirschsprung's Disease,Hirschsprung's,
MESH:D019247,HIV Wasting Syndrome,HIV Wasting Disease,HIV Wasting,
MESH:D006689,Hodgkin Disease,Hodgkin Disease,Hodgkin,
MESH:D006689,Hodgkin Disease,Hodgkins Disease,Hodgkins,
MESH:D006689,Hodgkin Disease,Hodgkin's Disease,Hodgkin's,
MESH:D006086,Graft vs Host Disease,Homologous Wasting Disease,Homologous Wasting,
MESH:C535329,Hooft disease,Hooft disease,Hooft,
MESH:D007644,Darier Disease,Hopf Disease,Hopf,
MESH:D006734,Horse Diseases,Horse Disease,Horse,remove
MESH:D013700,Giant Cell Arteritis,Horton Disease,Horton,
MESH:D013700,Giant Cell Arteritis,Hortons Disease,Hortons,
MESH:D013700,Giant Cell Arteritis,Horton's Disease,Horton's,
MESH:C535789,"Spondyloepiphyseal dysplasia, Omani type",Humero-spinal dysostosis with congenital heart disease,Humero-spinal dysostosis with congenital heart,
MESH:D006816,Huntington Disease,Huntington Disease,Huntington,
MESH:D006816,Huntington Disease,Huntington's Disease,Huntington's,
MESH:D008059,Mucopolysaccharidosis I,Hurler Disease,Hurler,
MESH:D008059,Mucopolysaccharidosis I,Hurler's Disease,Hurler's,
MESH:D004684,"Leukoencephalitis, Acute Hemorrhagic",Hurst Disease,Hurst,
MESH:D004684,"Leukoencephalitis, Acute Hemorrhagic",Hursts Disease,Hursts,
MESH:D004684,"Leukoencephalitis, Acute Hemorrhagic",Hurst's Disease,Hurst's,
MESH:D006819,Hyaline Membrane Disease,Hyaline Membrane Disease,Hyaline Membrane,
MESH:D004443,Echinococcosis,Hydatid Disease,Hydatid,
MESH:C537701,Hyperostosis corticalis deformans juvenilis,Hyperphosphatasemia with Bone Disease,Hyperphosphatasemia with Bone,
MESH:D020437,Hypoglossal Nerve Diseases,Hypoglossal Nerve Disease,Hypoglossal Nerve,
MESH:C564145,Hypophosphatemic Bone Disease,Hypophosphatemic Bone Disease,Hypophosphatemic Bone,
MESH:D007027,Hypothalamic Diseases,Hypothalamic Disease,Hypothalamic,
MESH:D007926,Lesch-Nyhan Syndrome,Hypoxanthine Phosphoribosyl Transferase Deficiency Disease,Hypoxanthine Phosphoribosyl Transferase Deficiency,
MESH:D007926,Lesch-Nyhan Syndrome,Hypoxanthine-Phosphoribosyl-Transferase Deficiency Disease,Hypoxanthine-Phosphoribosyl-Transferase Deficiency,
MESH:D009081,Mucolipidoses,I Cell Disease,I Cell,remove
MESH:D007049,Iatrogenic Disease,Iatrogenic Disease,Iatrogenic,remove
MESH:D009081,Mucolipidoses,I-Cell Disease,I-Cell,remove
MESH:C536560,Chanarin-Dorfman Syndrome,Ichthyotic neutral lipid storage disease,Ichthyotic neutral lipid storage,remove
MESH:C537372,Multi-centric Castleman's Disease,Idiopathic multicentric Castleman's disease,Idiopathic multicentric Castleman's,
MESH:D010300,Parkinson Disease,Idiopathic Parkinson Disease,Idiopathic Parkinson,
MESH:D010300,Parkinson Disease,Idiopathic Parkinson's Disease,Idiopathic Parkinson's,
MESH:D000077733,Immunoglobulin G4-Related Disease,IgG4 Associated Autoimmune Disease,IgG4 Associated Autoimmune,
MESH:D000077733,Immunoglobulin G4-Related Disease,IgG4 Related Disease,IgG4 Related,remove
MESH:D000077733,Immunoglobulin G4-Related Disease,IgG4 Related Kidney Disease,IgG4 Related Kidney,remove
MESH:D000077733,Immunoglobulin G4-Related Disease,IgG4 Related Sclerosing Disease,IgG4 Related Sclerosing,
MESH:D000077733,Immunoglobulin G4-Related Disease,IgG4 Related Systemic Disease,IgG4 Related Systemic,
MESH:D000077733,Immunoglobulin G4-Related Disease,IgG4-Associated Autoimmune Disease,IgG4-Associated Autoimmune,
MESH:D000077733,Immunoglobulin G4-Related Disease,IgG4-Related Disease,IgG4-Related,remove
MESH:D000077733,Immunoglobulin G4-Related Disease,IgG4-Related Kidney Disease,IgG4-Related Kidney,
MESH:D000077733,Immunoglobulin G4-Related Disease,IgG4-Related Sclerosing Disease,IgG4-Related Sclerosing,
MESH:D007077,Ileal Diseases,Ileal Disease,Ileal,remove
MESH:D007154,Immune System Diseases,Immune Disease,Immune,remove
MESH:D007105,Immune Complex Diseases,Immune Complex Disease,Immune Complex,remove
MESH:C565469,Immune Deficiency Disease,Immune Deficiency Disease,Immune Deficiency,
MESH:D054019,Immune Reconstitution Inflammatory Syndrome,Immune Reconstitution Disease,Immune Reconstitution,
MESH:D054019,Immune Reconstitution Inflammatory Syndrome,Immune Restoration Disease,Immune Restoration,
MESH:D007154,Immune System Diseases,Immune System Disease,Immune System,remove
MESH:D000077733,Immunoglobulin G4-Related Disease,Immunoglobulin G4 Related Disease,Immunoglobulin G4 Related,
MESH:D000077733,Immunoglobulin G4-Related Disease,Immunoglobulin G4 Related Kidney Disease,Immunoglobulin G4 Related Kidney,
MESH:D000077733,Immunoglobulin G4-Related Disease,Immunoglobulin G4 Related Sclerosing Disease,Immunoglobulin G4 Related Sclerosing,
MESH:D000077733,Immunoglobulin G4-Related Disease,Immunoglobulin G4-Related Disease,Immunoglobulin G4-Related,
MESH:D000077733,Immunoglobulin G4-Related Disease,Immunoglobulin G4-Related Kidney Disease,Immunoglobulin G4-Related Kidney,
MESH:D000077733,Immunoglobulin G4-Related Disease,Immunoglobulin G4-Related Sclerosing Disease,Immunoglobulin G4-Related Sclerosing,
MESH:D007154,Immune System Diseases,Immunologic Disease,Immunologic,remove
MESH:D007154,Immune System Diseases,Immunological Disease,Immunological,remove
MESH:D007161,Immunoproliferative Small Intestinal Disease,Immunoproliferative Small Intestinal Disease,Immunoproliferative Small Intestinal,remove
MESH:D000076263,"Communicable Diseases, Imported",Imported Communicable Disease,Imported Communicable,remove
MESH:D000076263,"Communicable Diseases, Imported",Imported Infectious Disease,Imported Infectious,remove
MESH:D030342,"Genetic Diseases, Inborn",Inborn Genetic Disease,Inborn Genetic,remove
MESH:D003586,Cytomegalovirus Infections,Inclusion Disease,Inclusion,remove
MESH:D009081,Mucolipidoses,Inclusion Cell Disease,Inclusion Cell,remove
MESH:D017825,Canavan Disease,Infantile Canavan Disease,Infantile Canavan,
MESH:D052919,"Refsum Disease, Infantile",Infantile Form of Phytanic Acid Storage Disease,Infantile Form of Phytanic Acid Storage,
MESH:D005776,Gaucher Disease,Infantile Gaucher Disease,Infantile Gaucher,
MESH:D007888,Leigh Disease,Infantile Leigh Disease,Infantile Leigh,
MESH:D056587,Cryopyrin-Associated Periodic Syndromes,Infantile Onset Multisystem Inflammatory Disease,Infantile Onset Multisystem Inflammatory,
MESH:C536055,Osteopetrosis and infantile neuroaxonal dystrophy,Infantile osteopetrosis and neuronal storage disease,Infantile osteopetrosis and neuronal storage,
MESH:D052919,"Refsum Disease, Infantile",Infantile Phytanic Acid Storage Disease,Infantile Phytanic Acid Storage,
MESH:D052919,"Refsum Disease, Infantile",Infantile Refsum Disease,Infantile Refsum,
MESH:D052919,"Refsum Disease, Infantile",Infantile Refsums Disease,Infantile Refsums,
MESH:D052919,"Refsum Disease, Infantile",Infantile Refsum's Disease,Infantile Refsum's,
MESH:D012497,Sandhoff Disease,Infantile Sandhoff Disease,Infantile Sandhoff,
MESH:D029461,Sialic Acid Storage Disease,Infantile Sialic Acid Storage Disease,Infantile Sialic Acid Storage,
MESH:D003141,Communicable Diseases,Infectious Disease,Infectious,remove
MESH:D001850,"Bone Diseases, Infectious",Infectious Bone Disease,Infectious Bone,
MESH:D004403,Dysentery,Infectious Diarrheal Disease,Infectious Diarrheal,
MESH:D000076263,"Communicable Diseases, Imported",Infectious Imported Disease,Infectious Imported,remove
MESH:D012874,"Skin Diseases, Infectious",Infectious Skin Disease,Infectious Skin,
MESH:D015212,Inflammatory Bowel Diseases,Inflammatory Bowel Disease,Inflammatory Bowel,
MESH:D009220,Myositis,Inflammatory Muscle Disease,Inflammatory Muscle,
MESH:D000292,Pelvic Inflammatory Disease,Inflammatory Pelvic Disease,Inflammatory Pelvic,
MESH:D000081207,Primary Immunodeficiency Diseases,Inherited Immunodeficiency Disease,Inherited Immunodeficiency,
MESH:D007759,Labyrinth Diseases,Inner Ear Disease,Inner Ear,remove
MESH:C567555,"Leukocyte Adhesion Deficiency, Type III",Integrin Activation Deficiency Disease,Integrin Activation Deficiency,
MESH:D008375,Maple Syrup Urine Disease,Intermediate Maple Syrup Urine Disease,Intermediate Maple Syrup Urine,
MESH:D008375,Maple Syrup Urine Disease,Intermittent Maple Syrup Urine Disease,Intermittent Maple Syrup Urine,
MESH:D017563,"Lung Diseases, Interstitial",Interstitial Lung Disease,Interstitial Lung,remove
MESH:C535531,Intervertebral disc disease,Intervertebral disc disease,Intervertebral disc,remove
MESH:D007410,Intestinal Diseases,Intestinal Disease,Intestinal,remove
